pathway	consistency	p-value	FDR
REACTOME_NFE2L2_REGULATING_INFLAMMATION_ASSOCIATED_GENES	0.0	1.0	1.0
REACTOME_NFE2L2_REGULATING_ER_STRESS_ASSOCIATED_GENES	0.0	1.0	1.0
REACTOME_NFE2L2_REGULATING_ANTI_OXIDANT_DETOXIFICATION_ENZYMES	0.0	1.0	1.0
REACTOME_NFE2L2_REGULATES_PENTOSE_PHOSPHATE_PATHWAY_GENES	0.0	1.0	1.0
REACTOME_NEUTROPHIL_DEGRANULATION	0.0	1.0	1.0
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE	0.0	1.0	1.0
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	0.0	1.0	1.0
REACTOME_NOTCH3_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS	0.0	1.0	1.0
REACTOME_NOTCH3_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	0.0	1.0	1.0
REACTOME_NOTCH4_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS	0.0	1.0	1.0
REACTOME_NOTCH4_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	0.0	1.0	1.0
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	0.0	1.0	1.0
REACTOME_NUCLEAR_SIGNALING_BY_ERBB4	0.0	1.0	1.0
REACTOME_NUCLEAR_RNA_DECAY	0.0	1.0	1.0
REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	0.0	1.0	1.0
REACTOME_NUCLEAR_PORE_COMPLEX_NPC_DISASSEMBLY	0.0	1.0	1.0
REACTOME_NUCLEAR_IMPORT_OF_REV_PROTEIN	0.0	1.0	1.0
REACTOME_NUCLEAR_EVENTS_STIMULATED_BY_ALK_SIGNALING_IN_CANCER	0.0	1.0	1.0
REACTOME_NUCLEAR_EVENTS_MEDIATED_BY_NFE2L2	0.0	1.0	1.0
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION	0.0	1.0	1.0
REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY	0.0	1.0	1.0
REACTOME_NUCLEAR_ENVELOPE_BREAKDOWN	0.0	1.0	1.0
REACTOME_NTRK2_ACTIVATES_RAC1	0.0	1.0	1.0
REACTOME_NS1_MEDIATED_EFFECTS_ON_HOST_PATHWAYS	0.0	1.0	1.0
REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS	0.0	1.0	1.0
REACTOME_NRCAM_INTERACTIONS	0.0	1.0	1.0
REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK	0.0	1.0	1.0
REACTOME_NR1H3_NR1H2_REGULATE_GENE_EXPRESSION_LINKED_TO_CHOLESTEROL_TRANSPORT_AND_EFFLUX	0.0	1.0	1.0
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_TO_LIMIT_CHOLESTEROL_UPTAKE	0.0	1.0	1.0
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_TO_CONTROL_BILE_ACID_HOMEOSTASIS	0.0	1.0	1.0
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_TRIGLYCERIDE_LIPOLYSIS_IN_ADIPOSE	0.0	1.0	1.0
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_LIPOGENESIS	0.0	1.0	1.0
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_GLUCONEOGENESIS	0.0	1.0	1.0
REACTOME_NR1H2_AND_NR1H3_MEDIATED_SIGNALING	0.0	1.0	1.0
REACTOME_NPAS4_REGULATES_EXPRESSION_OF_TARGET_GENES	0.0	1.0	1.0
REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY	0.0	1.0	1.0
REACTOME_NEUROTRANSMITTER_CLEARANCE	0.0	1.0	1.0
REACTOME_NEURONAL_SYSTEM	0.0	1.0	1.0
REACTOME_POU5F1_OCT4_SOX2_NANOG_REPRESS_GENES_RELATED_TO_DIFFERENTIATION	0.0	1.0	1.0
REACTOME_MTORC1_MEDIATED_SIGNALLING	0.0	1.0	1.0
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH	0.0	1.0	1.0
REACTOME_NCAM1_INTERACTIONS	0.0	1.0	1.0
REACTOME_NADE_MODULATES_DEATH_SIGNALLING	0.0	1.0	1.0
REACTOME_M_PHASE	0.0	1.0	1.0
REACTOME_M_DECAY_DEGRADATION_OF_MATERNAL_MRNAS_BY_MATERNALLY_STORED_FACTORS	0.0	1.0	1.0
REACTOME_MYOGENESIS	0.0	1.0	1.0
REACTOME_MYOCLONIC_EPILEPSY_OF_LAFORA	0.0	1.0	1.0
REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE	0.0	1.0	1.0
REACTOME_MUSCLE_CONTRACTION	0.0	1.0	1.0
REACTOME_MUSCARINIC_ACETYLCHOLINE_RECEPTORS	0.0	1.0	1.0
REACTOME_MUCOPOLYSACCHARIDOSES	0.0	1.0	1.0
REACTOME_MTOR_SIGNALLING	0.0	1.0	1.0
REACTOME_MRNA_SPLICING_MINOR_PATHWAY	0.0	1.0	1.0
REACTOME_NEUROFASCIN_INTERACTIONS	0.0	1.0	1.0
REACTOME_MRNA_SPLICING	0.0	1.0	1.0
REACTOME_MRNA_POLYADENYLATION	0.0	1.0	1.0
REACTOME_MRNA_EDITING_C_TO_U_CONVERSION	0.0	1.0	1.0
REACTOME_MRNA_EDITING	0.0	1.0	1.0
REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE	0.0	1.0	1.0
REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE	0.0	1.0	1.0
REACTOME_MRNA_CAPPING	0.0	1.0	1.0
REACTOME_MRNA_3_END_PROCESSING	0.0	1.0	1.0
REACTOME_MOLYBDENUM_COFACTOR_BIOSYNTHESIS	0.0	1.0	1.0
REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES	0.0	1.0	1.0
REACTOME_MODULATION_OF_HOST_RESPONSES_BY_IFN_STIMULATED_GENES	0.0	1.0	1.0
REACTOME_MODULATION_BY_MTB_OF_HOST_IMMUNE_SYSTEM	0.0	1.0	1.0
REACTOME_NECTIN_NECL_TRANS_HETERODIMERIZATION	0.0	1.0	1.0
REACTOME_NEDDYLATION	0.0	1.0	1.0
REACTOME_NEF_AND_SIGNAL_TRANSDUCTION	0.0	1.0	1.0
REACTOME_NEF_MEDIATED_CD4_DOWN_REGULATION	0.0	1.0	1.0
REACTOME_NEUREXINS_AND_NEUROLIGINS	0.0	1.0	1.0
REACTOME_NETRIN_MEDIATED_REPULSION_SIGNALS	0.0	1.0	1.0
REACTOME_NETRIN_1_SIGNALING	0.0	1.0	1.0
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	0.0	1.0	1.0
REACTOME_NEPHRON_DEVELOPMENT	0.0	1.0	1.0
REACTOME_NEPHRIN_FAMILY_INTERACTIONS	0.0	1.0	1.0
REACTOME_NEGATIVE_REGULATORS_OF_DDX58_IFIH1_SIGNALING	0.0	1.0	1.0
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	0.0	1.0	1.0
REACTOME_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_WNT_LIGAND_ANTAGONISTS	0.0	1.0	1.0
REACTOME_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_DVL_INTERACTING_PROTEINS	0.0	1.0	1.0
REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING	0.0	1.0	1.0
REACTOME_NEGATIVE_REGULATION_OF_NMDA_RECEPTOR_MEDIATED_NEURONAL_TRANSMISSION	0.0	1.0	1.0
REACTOME_NEGATIVE_REGULATION_OF_MET_ACTIVITY	0.0	1.0	1.0
REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY	0.0	1.0	1.0
REACTOME_NEGATIVE_REGULATION_OF_FLT3	0.0	1.0	1.0
REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING	0.0	1.0	1.0
REACTOME_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING	0.0	1.0	1.0
REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING	0.0	1.0	1.0
REACTOME_NEGATIVE_REGULATION_OF_FGFR1_SIGNALING	0.0	1.0	1.0
REACTOME_NEGATIVE_REGULATION_OF_ACTIVITY_OF_TFAP2_AP_2_FAMILY_TRANSCRIPTION_FACTORS	0.0	1.0	1.0
REACTOME_NEGATIVE_FEEDBACK_REGULATION_OF_MAPK_PATHWAY	0.0	1.0	1.0
REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION	0.0	1.0	1.0
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS	0.0	1.0	1.0
REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION	0.0	1.0	1.0
REACTOME_NEF_MEDIATED_CD8_DOWN_REGULATION	0.0	1.0	1.0
REACTOME_NUCLEOTIDE_BIOSYNTHESIS	0.0	1.0	1.0
REACTOME_NUCLEOTIDE_CATABOLISM	0.0	1.0	1.0
REACTOME_NUCLEOTIDE_EXCISION_REPAIR	0.0	1.0	1.0
REACTOME_PHYSIOLOGICAL_FACTORS	0.0	1.0	1.0
REACTOME_PI_METABOLISM	0.0	1.0	1.0
REACTOME_PI_3K_CASCADE_FGFR4	0.0	1.0	1.0
REACTOME_PI_3K_CASCADE_FGFR3	0.0	1.0	1.0
REACTOME_PI_3K_CASCADE_FGFR2	0.0	1.0	1.0
REACTOME_PI_3K_CASCADE_FGFR1	0.0	1.0	1.0
REACTOME_PIWI_INTERACTING_RNA_PIRNA_BIOGENESIS	0.0	1.0	1.0
REACTOME_PINK1_PRKN_MEDIATED_MITOPHAGY	0.0	1.0	1.0
REACTOME_PI5P_REGULATES_TP53_ACETYLATION	0.0	1.0	1.0
REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING	0.0	1.0	1.0
REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING	0.0	1.0	1.0
REACTOME_PI3K_AKT_SIGNALING_IN_CANCER	0.0	1.0	1.0
REACTOME_PI3K_AKT_ACTIVATION	0.0	1.0	1.0
REACTOME_PHOSPHORYLATION_OF_THE_APC_C	0.0	1.0	1.0
REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS	0.0	1.0	1.0
REACTOME_PHOSPHORYLATION_OF_EMI1	0.0	1.0	1.0
REACTOME_PHOSPHORYLATION_OF_CLOCK_ACETYLATION_OF_BMAL1_ARNTL_AT_TARGET_GENE_PROMOTERS	0.0	1.0	1.0
REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS	0.0	1.0	1.0
REACTOME_PHOSPHORYLATION_AND_NUCLEAR_TRANSLOCATION_OF_THE_CRY_PER_KINASE_COMPLEX	0.0	1.0	1.0
REACTOME_PHOSPHORYLATION_AND_NUCLEAR_TRANSLOCATION_OF_BMAL1_ARNTL_AND_CLOCK	0.0	1.0	1.0
REACTOME_PHOSPHORYLATED_BMAL1_CLOCK_ARNTL_CLOCK_ACTIVATES_EXPRESSION_OF_CORE_CLOCK_GENES	0.0	1.0	1.0
REACTOME_PHOSPHOLIPID_METABOLISM	0.0	1.0	1.0
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR4	0.0	1.0	1.0
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR2	0.0	1.0	1.0
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR1	0.0	1.0	1.0
REACTOME_PHOSPHATE_BOND_HYDROLYSIS_BY_NUDT_PROTEINS	0.0	1.0	1.0
REACTOME_PHOSPHATE_BOND_HYDROLYSIS_BY_NTPDASE_PROTEINS	0.0	1.0	1.0
REACTOME_PKA_ACTIVATION_IN_GLUCAGON_SIGNALLING	0.0	1.0	1.0
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB	0.0	1.0	1.0
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_KEY_METABOLIC_FACTORS	0.0	1.0	1.0
REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES	0.0	1.0	1.0
REACTOME_POU5F1_OCT4_SOX2_NANOG_ACTIVATE_GENES_RELATED_TO_PROLIFERATION	0.0	1.0	1.0
REACTOME_POTENTIAL_THERAPEUTICS_FOR_SARS	0.0	1.0	1.0
REACTOME_POTASSIUM_CHANNELS	0.0	1.0	1.0
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	0.0	1.0	1.0
REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	0.0	1.0	1.0
REACTOME_POST_TRANSCRIPTIONAL_SILENCING_BY_SMALL_RNAS	0.0	1.0	1.0
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY	0.0	1.0	1.0
REACTOME_RND1_GTPASE_CYCLE	0.0	1.0	1.0
REACTOME_POSITIVE_REGULATION_OF_CDH1_GENE_TRANSCRIPTION	0.0	1.0	1.0
REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION	0.0	1.0	1.0
REACTOME_POLYMERASE_SWITCHING_ON_THE_C_STRAND_OF_THE_TELOMERE	0.0	1.0	1.0
REACTOME_POLYMERASE_SWITCHING	0.0	1.0	1.0
REACTOME_POLO_LIKE_KINASE_MEDIATED_EVENTS	0.0	1.0	1.0
REACTOME_POLB_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR	0.0	1.0	1.0
REACTOME_PLATELET_SENSITIZATION_BY_LDL	0.0	1.0	1.0
REACTOME_PLATELET_HOMEOSTASIS	0.0	1.0	1.0
REACTOME_PLATELET_CALCIUM_HOMEOSTASIS	0.0	1.0	1.0
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION	0.0	1.0	1.0
REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN	0.0	1.0	1.0
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	0.0	1.0	1.0
REACTOME_PLASMA_LIPOPROTEIN_REMODELING	0.0	1.0	1.0
REACTOME_PLASMA_LIPOPROTEIN_CLEARANCE	0.0	1.0	1.0
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE	0.0	1.0	1.0
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY	0.0	1.0	1.0
REACTOME_PKR_MEDIATED_SIGNALING	0.0	1.0	1.0
REACTOME_PHENYLALANINE_METABOLISM	0.0	1.0	1.0
REACTOME_PHENYLALANINE_AND_TYROSINE_METABOLISM	0.0	1.0	1.0
REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS	0.0	1.0	1.0
REACTOME_P38MAPK_EVENTS	0.0	1.0	1.0
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	0.0	1.0	1.0
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	0.0	1.0	1.0
REACTOME_O_LINKED_GLYCOSYLATION	0.0	1.0	1.0
REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS	0.0	1.0	1.0
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	0.0	1.0	1.0
REACTOME_OVARIAN_TUMOR_DOMAIN_PROTEASES	0.0	1.0	1.0
REACTOME_OTHER_SEMAPHORIN_INTERACTIONS	0.0	1.0	1.0
REACTOME_OTHER_INTERLEUKIN_SIGNALING	0.0	1.0	1.0
REACTOME_ORGANIC_ANION_TRANSPORT_BY_SLCO_TRANSPORTERS	0.0	1.0	1.0
REACTOME_ORGANIC_ANION_TRANSPORT_BY_SLC5_17_25_TRANSPORTERS	0.0	1.0	1.0
REACTOME_ORGANIC_ANION_TRANSPORT_BY_SLC22_TRANSPORTERS	0.0	1.0	1.0
REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE	0.0	1.0	1.0
REACTOME_OREXIN_AND_NEUROPEPTIDES_FF_AND_QRFP_BIND_TO_THEIR_RESPECTIVE_RECEPTORS	0.0	1.0	1.0
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	0.0	1.0	1.0
REACTOME_OPSINS	0.0	1.0	1.0
REACTOME_OPIOID_SIGNALLING	0.0	1.0	1.0
REACTOME_ONCOGENIC_MAPK_SIGNALING	0.0	1.0	1.0
REACTOME_ONCOGENE_INDUCED_SENESCENCE	0.0	1.0	1.0
REACTOME_OLFACTORY_SIGNALING_PATHWAY	0.0	1.0	1.0
REACTOME_OAS_ANTIVIRAL_RESPONSE	0.0	1.0	1.0
REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE	0.0	1.0	1.0
REACTOME_N_GLYCAN_TRIMMING_AND_ELONGATION_IN_THE_CIS_GOLGI	0.0	1.0	1.0
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI	0.0	1.0	1.0
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION	0.0	1.0	1.0
REACTOME_NUCLEOTIDE_SALVAGE	0.0	1.0	1.0
REACTOME_P2Y_RECEPTORS	0.0	1.0	1.0
REACTOME_P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE	0.0	1.0	1.0
REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS	0.0	1.0	1.0
REACTOME_P75NTR_NEGATIVELY_REGULATES_CELL_CYCLE_VIA_SC1	0.0	1.0	1.0
REACTOME_PHASE_4_RESTING_MEMBRANE_POTENTIAL	0.0	1.0	1.0
REACTOME_PHASE_3_RAPID_REPOLARISATION	0.0	1.0	1.0
REACTOME_PHASE_2_PLATEAU_PHASE	0.0	1.0	1.0
REACTOME_PHASE_1_INACTIVATION_OF_FAST_NA_CHANNELS	0.0	1.0	1.0
REACTOME_PHASE_0_RAPID_DEPOLARISATION	0.0	1.0	1.0
REACTOME_PEXOPHAGY	0.0	1.0	1.0
REACTOME_PEROXISOMAL_PROTEIN_IMPORT	0.0	1.0	1.0
REACTOME_PEROXISOMAL_LIPID_METABOLISM	0.0	1.0	1.0
REACTOME_PERK_REGULATES_GENE_EXPRESSION	0.0	1.0	1.0
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	0.0	1.0	1.0
REACTOME_PEPTIDE_HORMONE_METABOLISM	0.0	1.0	1.0
REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS	0.0	1.0	1.0
REACTOME_PENTOSE_PHOSPHATE_PATHWAY	0.0	1.0	1.0
REACTOME_PECAM1_INTERACTIONS	0.0	1.0	1.0
REACTOME_PD_L1_CD274_GLYCOSYLATION_AND_TRANSLOCATION_TO_PLASMA_MEMBRANE	0.0	1.0	1.0
REACTOME_PDH_COMPLEX_SYNTHESIZES_ACETYL_COA_FROM_PYR	0.0	1.0	1.0
REACTOME_PCP_CE_PATHWAY	0.0	1.0	1.0
REACTOME_PCNA_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR	0.0	1.0	1.0
REACTOME_PASSIVE_TRANSPORT_BY_AQUAPORINS	0.0	1.0	1.0
REACTOME_PARASITE_INFECTION	0.0	1.0	1.0
REACTOME_PARACETAMOL_ADME	0.0	1.0	1.0
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	0.0	1.0	1.0
REACTOME_P75NTR_SIGNALS_VIA_NF_KB	0.0	1.0	1.0
REACTOME_P75NTR_REGULATES_AXONOGENESIS	0.0	1.0	1.0
REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES	0.0	1.0	1.0
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_TERMINATION	0.0	1.0	1.0
REACTOME_ROLE_OF_SECOND_MESSENGERS_IN_NETRIN_1_SIGNALING	0.0	1.0	1.0
REACTOME_RND2_GTPASE_CYCLE	0.0	1.0	1.0
REACTOME_TNF_SIGNALING	0.0	1.0	1.0
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE	0.0	1.0	1.0
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES	0.0	1.0	1.0
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DEATH_RECEPTORS_AND_LIGANDS	0.0	1.0	1.0
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES	0.0	1.0	1.0
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES	0.0	1.0	1.0
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CASPASE_ACTIVATORS_AND_CASPASES	0.0	1.0	1.0
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN	0.0	1.0	1.0
REACTOME_TP53_REGULATES_METABOLIC_GENES	0.0	1.0	1.0
REACTOME_TOXICITY_OF_BOTULINUM_TOXIN_TYPE_D_BOTD	0.0	1.0	1.0
REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE	0.0	1.0	1.0
REACTOME_TOLL_LIKE_RECEPTOR_CASCADES	0.0	1.0	1.0
REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE	0.0	1.0	1.0
REACTOME_TNF_RECEPTOR_SUPERFAMILY_TNFSF_MEMBERS_MEDIATING_NON_CANONICAL_NF_KB_PATHWAY	0.0	1.0	1.0
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G2_CELL_CYCLE_ARREST	0.0	1.0	1.0
REACTOME_TNFS_BIND_THEIR_PHYSIOLOGICAL_RECEPTORS	0.0	1.0	1.0
REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY	0.0	1.0	1.0
REACTOME_TNFR1_MEDIATED_CERAMIDE_PRODUCTION	0.0	1.0	1.0
REACTOME_TNFR1_INDUCED_PROAPOPTOTIC_SIGNALING	0.0	1.0	1.0
REACTOME_TNFR1_INDUCED_NF_KAPPA_B_SIGNALING_PATHWAY	0.0	1.0	1.0
REACTOME_TLR3_MEDIATED_TICAM1_DEPENDENT_PROGRAMMED_CELL_DEATH	0.0	1.0	1.0
REACTOME_TIGHT_JUNCTION_INTERACTIONS	0.0	1.0	1.0
REACTOME_TIE2_SIGNALING	0.0	1.0	1.0
REACTOME_TICAM1_TRAF6_DEPENDENT_INDUCTION_OF_TAK1_COMPLEX	0.0	1.0	1.0
REACTOME_TICAM1_RIP1_MEDIATED_IKK_COMPLEX_RECRUITMENT	0.0	1.0	1.0
REACTOME_TICAM1_DEPENDENT_ACTIVATION_OF_IRF3_IRF7	0.0	1.0	1.0
REACTOME_THYROXINE_BIOSYNTHESIS	0.0	1.0	1.0
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G1_CELL_CYCLE_ARREST	0.0	1.0	1.0
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_SEVERAL_ADDITIONAL_CELL_DEATH_GENES_WHOSE_SPECIFIC_ROLES_IN_P53_DEPENDENT_APOPTOSIS_REMAIN_UNCERTAIN	0.0	1.0	1.0
REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS	0.0	1.0	1.0
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_MECP2	0.0	1.0	1.0
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_TESTIS_DIFFERENTIATION	0.0	1.0	1.0
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_PLURIPOTENT_STEM_CELLS	0.0	1.0	1.0
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS	0.0	1.0	1.0
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_BROWN_AND_BEIGE_ADIPOCYTE_DIFFERENTIATION	0.0	1.0	1.0
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_VENTX	0.0	1.0	1.0
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53	0.0	1.0	1.0
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_THE_AP_2_TFAP2_FAMILY_OF_TRANSCRIPTION_FACTORS	0.0	1.0	1.0
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS	0.0	1.0	1.0
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3	0.0	1.0	1.0
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2	0.0	1.0	1.0
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1	0.0	1.0	1.0
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_NPAS4	0.0	1.0	1.0
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6	0.0	1.0	1.0
REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY	0.0	1.0	1.0
REACTOME_TRANSCRIPTIONAL_AND_POST_TRANSLATIONAL_REGULATION_OF_MITF_M_EXPRESSION_AND_ACTIVITY	0.0	1.0	1.0
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER	0.0	1.0	1.0
REACTOME_TRANSCRIPTIONAL_ACTIVATION_OF_MITOCHONDRIAL_BIOGENESIS	0.0	1.0	1.0
REACTOME_TRAIL_SIGNALING	0.0	1.0	1.0
REACTOME_TRAFFICKING_OF_MYRISTOYLATED_PROTEINS_TO_THE_CILIUM	0.0	1.0	1.0
REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS	0.0	1.0	1.0
REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS	0.0	1.0	1.0
REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR	0.0	1.0	1.0
REACTOME_TRAF6_MEDIATED_NF_KB_ACTIVATION	0.0	1.0	1.0
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION_IN_TLR7_8_OR_9_SIGNALING	0.0	1.0	1.0
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION	0.0	1.0	1.0
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX_WITHIN_TLR4_COMPLEX	0.0	1.0	1.0
REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR	0.0	1.0	1.0
REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS	0.0	1.0	1.0
REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER	0.0	1.0	1.0
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_ER_MEMBRANE	0.0	1.0	1.0
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCOSE_DEPENDENT_INSULINOTROPIC_POLYPEPTIDE_GIP	0.0	1.0	1.0
